country_year,country,country_iso_code,year,sector,revenue_stream,government_entity,original_value,original_currency,revenues_USD,gfs_code,gfs_code2,gfs_level_1,gfs_level_2,gfs_level_3,gfs_level_4,gfs_level_5,gfs_level_6
"Senegal 2019",Senegal,SN,2019,Mining,"Taxe d'enregistrement des véhicules ","Direction Générale des Douanes (DGD)",8726161.0000000000,NA,14852.0288000000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2019",Senegal,SN,2019,Gas,"Impôt sur le revenu des valeurs mobilières","Direction Générale des Impôts et des Domaines (DGID)",8642166.0000000000,NA,14709.0683200000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2019",Senegal,SN,2019,Mining,"Amendes, pénalités et redressements douaniers","Direction Générale des Douanes (DGD)",5656714.0000000000,NA,9627.7938500000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2019",Senegal,SN,2019,Mining,"TVA TAXE SUSPENDUE","Direction Générale des Impôts et des Domaines (DGID)",5325000.0000000000,NA,9063.2127200000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2019",Senegal,SN,2019,Gas,"Autres dépenses environnementales","Autres bénéficiaires (paiements environnementaux)",4400000.0000000000,NA,7488.8518200000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2019",Senegal,SN,2019,Mining,"Taxe d'acompte Bic","Direction Générale des Douanes (DGD)",2336123.0000000000,NA,3976.1088600000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2019",Senegal,SN,2019,Gas,"Prélèvement pour le Conseil Sénégalais des Chargeurs (COSEC) ","Direction Générale des Douanes (DGD)",693457.0000000000,NA,1180.2719800000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2019",Senegal,SN,2019,Mining,"Droits d'accises sur les vehicules","Direction Générale des Douanes (DGD)",408683.0000000000,NA,695.5832800000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2019",Senegal,SN,2019,Mining,"Locations verbales","Direction Générale des Impôts et des Domaines (DGID)",400000.0000000000,NA,680.8047100000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2019",Senegal,SN,2019,Autres,"Autres flux de paiements significatifs (> 25 millions de  FCFA) (reconciliables)",Autres,0.0000000000,NA,0.0000000000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Appui à la formation ","Société des Pétroles du Sénégal",1459682242.7471000000,NA,2539858.7857300000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Appui à la promotion de la recherche et de l'exploitation","Société des Pétroles du Sénégal",158916038.0000000000,NA,276515.1780900000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Appui à l'équipement","Société des Pétroles du Sénégal",88976980.0000000000,NA,154820.6573800000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2020",Senegal,SN,2020,Mining,"Appui institutionnel","Direction des Mines et de la Géologie",620964563.0000000000,NA,1080483.3098400000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,Mining,"Appui Institutionnel (DEEC) ","Direction de l'Environnement et des Etablissements Classés",71219890.0000000000,NA,123923.1786500000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,Mining,"Appui Institutionnel (Fonds d'appui au Mini. De l'Env) ","Direction des Eaux, Forêts, Chasses et Conservation des Sols",418178804.0000000000,NA,727634.4660800000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,Mining,"Appui institutionnel aux collectivités locales ","Direction Générale de la Comptabilité Publique et du Trésor",20000000.0000000000,NA,34800.1600800000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,Mining,"Autres (non spécifiés)","Direction Générale de la Comptabilité Publique et du Trésor",36310900.0000000000,NA,63181.2566300000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Autres flux de paiements significatifs (> 25 millions de  FCFA) (reconciliables)","Direction Générale des Impôts et des Domaines",21439575.0000000000,NA,37305.0321000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Autres flux de paiements significatifs (> 25 millions de  FCFA) (reconciliables)","Direction Générale des Impôts et des Domaines",272770004.0000000000,NA,474621.9902200000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Autres flux de paiements significatifs (> 25 millions de  FCFA) (reconciliables)","Direction Générale de la Comptabilité Publique et du Trésor",200000000.0000000000,NA,348001.6008100000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Autres flux de paiements significatifs (> 25 millions de  FCFA) (reconciliables)","Société des Pétroles du Sénégal",88976980.0000000000,NA,154820.6573800000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","BID PACKAGE LICENSING ROUND","Société des Pétroles du Sénégal",35260941.0000000000,NA,61354.3195700000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2020",Senegal,SN,2020,Mining,"Bonus (DGCPT)","Direction Générale de la Comptabilité Publique et du Trésor",8943645000.0000000000,NA,15562013.8852600000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2020",Senegal,SN,2020,Mining,"Contribution économique locale (CEL VA et CEL VL) ","Direction Générale de la Comptabilité Publique et du Trésor",1449830360.0000000000,NA,2522716.4309000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Contribution économique locale (CEL VA et CEL VL) ","Direction Générale de la Comptabilité Publique et du Trésor",400000.0000000000,NA,696.0032000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Contribution spéciale sur les produits des mines et des carrières (CSMC)","Direction Générale des Impôts et des Domaines",371531312.0000000000,NA,646467.4566300000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Dividendes versés à l'Etat ","Direction Générale de la Comptabilité Publique et du Trésor",3780000000.0000000000,NA,6577230.2552600000,1412E2,"From government participation (equity) (1412E2)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1412E] Dividends","[1412E2] From government participation (equity)","[1412E2] From government participation (equity)"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Données techniques","Société des Pétroles du Sénégal",1059829650.0000000000,NA,1844112.0739200000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2020",Senegal,SN,2020,Mining,"Droits de douane","Direction Générale des Douanes",5672666901.0000000000,NA,9870485.8119700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Droits de douane","Direction Générale des Douanes",4494590.0000000000,NA,7820.6225700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Droits d'entrée fixes","Direction des Mines et de la Géologie",53000000.0000000000,NA,92220.4242100000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Frais d'inscription d'une concession minière ou d'un permis d'exploitation ","Direction Générale des Impôts et des Domaines",431206075.0000000000,NA,750302.0218900000,1422E,"Administrative fees for government services (1422E)","[1E] Revenues","[14E] Other revenue","[142E] Sales of goods and services","[1422E] Administrative fees for government services","[1422E] Administrative fees for government services","[1422E] Administrative fees for government services"
"Senegal 2020",Senegal,SN,2020,Mining,"Impôt sur le revenu des valeurs mobilières","Direction Générale des Impôts et des Domaines",5637559102.0000000000,NA,9809397.9607100000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Impôt sur le revenu des valeurs mobilières","Direction Générale des Impôts et des Domaines",36193499.0000000000,NA,62976.9779500000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Impôt sur les sociétés","Direction Générale des Impôts et des Domaines",13120629752.0000000000,NA,22830000.7864800000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Impôt sur les sociétés","Direction Générale des Impôts et des Domaines",6200000.0000000000,NA,10788.0496300000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Loyer superficiaire ","Société des Pétroles du Sénégal",167631427.1379300000,NA,291680.0249500000,1415E5,"Other rent payments (1415E5)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E5] Other rent payments","[1415E5] Other rent payments"
"Senegal 2020",Senegal,SN,2020,Mining,Patente,"Direction Générale de la Comptabilité Publique et du Trésor",700212162.0000000000,NA,1218374.7664000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,Mining,"Prélèvement communautaire CEDEAO ","Direction Générale des Douanes",505206915.0000000000,NA,879064.0757900000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Prélèvement communautaire CEDEAO ","Direction Générale des Douanes",7943932.0000000000,NA,13822.5052600000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Prélèvement communautaire solidaire UEMOA ","Direction Générale des Douanes",809955273.0000000000,NA,1409328.6579300000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Prélèvement communautaire solidaire UEMOA ","Direction Générale des Douanes",12710291.0000000000,NA,22116.0080700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Prélèvement pour le Conseil Sénégalais des Chargeurs (COSEC) ","Direction Générale des Douanes",198462487.0000000000,NA,345326.3158800000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Prélèvement pour le Conseil Sénégalais des Chargeurs (COSEC) ","Direction Générale des Douanes",61795.0000000000,NA,107.5237900000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Redevance minière ","Direction des Mines et de la Géologie",24681238152.0000000000,NA,42945551.9340200000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2020",Senegal,SN,2020,Mining,"Redevance statistique UEMOA","Direction Générale des Douanes",1012950420.0000000000,NA,1762541.8384900000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Redevance statistique UEMOA","Direction Générale des Douanes",15887860.0000000000,NA,27645.0035700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Redevance superficiaire","Direction des Mines et de la Géologie",854255074.0000000000,NA,1486410.6662500000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2020",Senegal,SN,2020,Mining,"Redressements fiscaux","Direction Générale des Impôts et des Domaines",2200921100.0000000000,NA,3829620.3302500000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Redressements fiscaux","Direction Générale des Impôts et des Domaines",5574323442.0000000000,NA,9699367.4061700000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Revenus issus de la commercialisation de la Part de la production de l'État ","Direction Générale de la Comptabilité Publique et du Trésor",243960735.0000000000,NA,424493.6315700000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Revenus issus de la commercialisation de la Part de la production de l'État P","Société des Pétroles du Sénégal",171894738.0000000000,NA,299098.2199700000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe à la pollution","Direction de l'Environnement et des Etablissements Classés",0.0000000000,NA,0.0000000000,114522E,"Emission and pollution taxes (114522E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114522E] Emission and pollution taxes","[114522E] Emission and pollution taxes"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe d'enregistrement des véhicules ","Direction Générale des Douanes",76635147.0000000000,NA,133345.7691700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Taxe d'enregistrement des véhicules ","Direction Générale des Douanes",3677166.0000000000,NA,6398.2982700000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe extraction  ","Direction des Mines et de la Géologie",145151401.0000000000,NA,252564.5995400000,114522E,"Emission and pollution taxes (114522E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114522E] Emission and pollution taxes","[114522E] Emission and pollution taxes"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe spéciale sur le ciment","Direction Générale des Impôts et des Domaines",13166432965.0000000000,NA,22909698.7437100000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe superficiaire","Direction de l'Environnement et des Etablissements Classés",167525325.0000000000,NA,291495.4063800000,1415E5,"Other rent payments (1415E5)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E5] Other rent payments","[1415E5] Other rent payments"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe sur la valeur ajoutée ","Direction Générale des Douanes",9883905690.0000000000,NA,17198075.0117500000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Taxe sur la valeur ajoutée ","Direction Générale des Douanes",11372912.0000000000,NA,19788.9579100000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe sur la valeur ajoutée reversée","Direction Générale des Impôts et des Domaines",30239394454.0000000000,NA,52616788.3871900000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2020",Senegal,SN,2020,"Oil & Gas","Taxe sur la valeur ajoutée reversée","Direction Générale des Impôts et des Domaines",91186363.0000000000,NA,158665.0014800000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxe sur le ciment","Direction Générale des Impôts et des Domaines",7556753605.0000000000,NA,13148811.7572300000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2020",Senegal,SN,2020,Mining,"Taxes d'abattage","Direction des Eaux, Forêts, Chasses et Conservation des Sols",258766164.0000000000,NA,450255.1965300000,116E,"Other taxes payable by natural resource companies (116E)","[1E] Revenues","[11E] Taxes","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies","[116E] Other taxes payable by natural resource companies"
